id:ID,names,size:int,labels:LABEL,rho:double
Dimethyl sulphoxide,Dimethyl sulphoxide,4,other,0.5544070575
CLEC2B,CLEC2B,23,gene:protein,0.69075173
GJA8,GJA8,6,gene:protein,0.5480802
pseudopodium_assembly,pseudopodium assembly,1,biological process,0.5
DAND5,DAND5,7,gene:protein,0.5368493
Pyrazoloacridine,Pyrazoloacridine,1,drug,0.5
CBX6,CBX6,1,gene:protein,0.7206903
androgen_signaling_pathway,androgen signaling pathway,1,pathway,0.5
male_germ_cell,male germ cell,6,anatomical entity,0.5
forestomach,forestomach,3,enzyme source,0.25
saccule,saccule,1,enzyme source,0.5
NBPF3,NBPF3,30,gene:protein,0.5
Nitrilotriacetic_acid,Nitrilotriacetic acid,2,drug,0.5
NR1H3,NR1H3,5,gene:protein,0.7220046333333333
ZNF263,ZNF263,1,gene:protein,0.7954564
POU4F3,POU4F3,9,gene:protein,0.5813059333333334
KCNN3,KCNN3,21,gene:protein,0.5
RABIF,RABIF,3,gene:protein,0.64152375
mitotic_cell_cycle_arrest,mitotic cell cycle arrest,2,biological process,0.25
premature_menopause,premature menopause,8,disease,0.5
SLC34A1,SLC34A1,4,gene:protein,0.6000623
"1,25-dihydroxycholecalciferol","1,25-dihydroxycholecalciferol",7,other,0.520767205
renal_absorption,renal absorption,9,biological process,0.5
Benzbromarone,Benzbromarone,3,drug,0.5270481
SLC17A1,SLC17A1,1,gene:protein,0.64673555
SLC22A11,SLC22A11,1,gene:protein,0.69778126
uric_acid_urolithiasis,uric acid urolithiasis,1,disease,0.5
renal_medulla,renal medulla,6,enzyme source,0.5
dorsal_fin,dorsal fin,1,enzyme source,0.5
trunk_kidney,trunk kidney,3,enzyme source,0.5
adenosylcobinamide-GDP_ribazoletransferase_activity,adenosylcobinamide-GDP ribazoletransferase activity,15,molecular function,0.5
PRR5L,PRR5L,1,gene:protein,0.5494475
Bleselumab,Bleselumab,28,drug,0.5
epimastigote,epimastigote,4,enzyme source,0.5
GM2A,GM2A,2,gene:protein,0.512369485
somatosensory_cortex,somatosensory cortex,7,enzyme source,0.5
learning_or_memory,learning or memory,2,biological process,0.12175736
asexual_reproduction,asexual reproduction,1,biological process,0.5128446
KLF3,KLF3,95,gene:protein,0.6204005349999999
KLF15,KLF15,11,gene:protein,0.63380356
polyamine_homeostasis,polyamine homeostasis,2,biological process,0.5
polyamine_metabolic_process,polyamine metabolic process,2,biological process,0.521335
HEK-293-EBNA_cell,HEK-293-EBNA cell,1,enzyme source,0.5
SLC2A7,SLC2A7,1,gene:protein,0.7258
fructose_transmembrane_transport,fructose transmembrane transport,1,biological process,0.5
Fumagillin,Fumagillin,30,drug,0.51390314
PHRF1,PHRF1,2,gene:protein,0.5
JADE1,JADE1,7,gene:protein,0.6066475966666668
PDLIM7,PDLIM7,24,gene:protein,0.67125326
CDH18,CDH18,13,gene:protein,0.5
S-180_cell,S-180 cell,1,enzyme source,0.5
GPB,GPB,9,other,0.5
RIT2,RIT2,9,gene:protein,0.6079851466666667
SNX7,SNX7,1,gene:protein,0.5389006
DNAH11,DNAH11,12,gene:protein,0.51136364
bronchus_cancer,bronchus cancer,2,disease,0.5
PDHB,PDHB,1,gene:protein,0.62827784
MRPL24,MRPL24,1,gene:protein,0.5173208
DTYMK,DTYMK,3,gene:protein,0.61977589
ALDH9A1,ALDH9A1,3,gene:protein,0.558616875
Dravet_syndrome,Dravet syndrome,1,disease,0.5
DEFA3,DEFA3,29,gene:protein,0.54295087
BCAT2,BCAT2,13,gene:protein,0.5
venous_insufficiency,venous insufficiency,2,disease,0.33333334
enteric_nervous_system,enteric nervous system,3,enzyme source,0.5
terminal_bronchiole,terminal bronchiole,2,enzyme source,0.5
TM9SF4,TM9SF4,6,gene:protein,0.5606182799999999
PDZK1,PDZK1,235,gene:protein,0.54961603625
multicellular_organism_growth,multicellular organism growth,1,biological process,0.5
SNORD61,SNORD61,1,gene,0.5
dimethyl sulphoxide,dimethyl sulphoxide,16,other,0.5339638664285714
NUP133,NUP133,5,gene:protein,0.53484875
GABRG2,GABRG2,2,gene:protein,0.6166375
GLRA1,GLRA1,1,gene:protein,0.6700726
IFNA4,IFNA4,1,gene:protein,0.54545456
Aldesleukin,Aldesleukin,4,drug,0.5072921675
papaverine,papaverine,3,drug,0.5
FITM2,FITM2,10,gene:protein,0.5
mesoderm_development,mesoderm development,8,biological process,0.1858503225
MESD,MESD,1,gene:protein,0.6518531
leukocyte_homeostasis,leukocyte homeostasis,2,biological process,0.5
Ormeloxifene,Ormeloxifene,2,drug,0.5
vaginal_epithelium,vaginal epithelium,1,enzyme source,0.5
phosphatidylcholine_biosynthetic_process,phosphatidylcholine biosynthetic process,1,biological process,0.5
basal_forebrain,basal forebrain,2,enzyme source,0.5
CNTNAP2,CNTNAP2,25,gene:protein,0.55949729
GLDN,GLDN,1,gene:protein,0.5
early_endosome_membrane,early endosome membrane,1,cellular component,0.5
Proscillaridin,Proscillaridin,18,drug,0.5
ATP1B1,ATP1B1,3,gene:protein,0.6429252533333333
microneme,microneme,2,cellular component,0.5
Cilazapril,Cilazapril,1,drug,0.5480419
ZBTB46,ZBTB46,22,gene:protein,0.532545806
cervical_epithelium,cervical epithelium,2,enzyme source,0.5
OCIAD2,OCIAD2,96,gene:protein,0.5313367
CWH43,CWH43,5,gene:protein,0.5
SEPP1,SEPP1,7,gene,0.5
heme_binding,heme binding,1,molecular function,0.5
protease_binding,protease binding,1,molecular function,0.33333334
TCAP,TCAP,1,gene:protein,0.5526785
hibernation,hibernation,2,biological process,0.5
FYCO1,FYCO1,2,gene:protein,0.6139171999999999
ELFN1-AS1,ELFN1-AS1,2,gene,0.5
gadodiamide,gadodiamide,3,drug,0.5
SLC28A2,SLC28A2,1,gene:protein,0.55914766
NDUFS1,NDUFS1,6,gene:protein,0.61629057
NDUFS8,NDUFS8,2,gene:protein,0.61604255
MT-ND3,MT-ND3,37,gene:protein,0.576379925
KPNA1,KPNA1,5,gene:protein,0.6736937666666667
bleb,bleb,8,cellular component,0.5
DOPs,DOPs,1,other,0.5
Coumaphos,Coumaphos,5,drug,0.5
Lebrikizumab,Lebrikizumab,1,drug,0.54989195
Brodalumab,Brodalumab,4,drug,0.5901134499999999
indometacin,indometacin,1,other,0.5
GAMT,GAMT,1,gene:protein,0.6627674
cerulenin,cerulenin,38,drug,0.5
MYOCD,MYOCD,134,gene:protein,0.6225172500000001
Nifedipine,Nifedipine,2,drug,0.5
Felodipine,Felodipine,1,drug,0.5
Niguldipine,Niguldipine,1,drug,0.52775335
translational_attenuation,translational attenuation,6,biological process,0.5
ADAM15,ADAM15,3,gene:protein,0.63932352
Alzheimer_s_disease_6,Alzheimer s disease 6,165,disease,0.5
Alzheimer_s_disease_11,Alzheimer s disease 11,43,disease,0.5
alpha-1_3-mannosylglycoprotein_2-beta-N-acetylglucosaminyltransferase_activity,alpha-1 3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity,10,molecular function,0.5
colorectal_cancer,colorectal cancer,4,disease,0.1110793049999999
ciliary_muscle,ciliary muscle,1,enzyme source,0.5
dorzolamide,dorzolamide,1,drug,0.5
norwegian_scabies,norwegian scabies,1,disease,0.5
diffuse_scleroderma,diffuse scleroderma,1,disease,0.5
SPOCD1,SPOCD1,3,gene:protein,0.5370405
RGS19,RGS19,2,gene:protein,0.55411245
cell_proliferation_in_bone_marrow,cell proliferation in bone marrow,1,biological process,0.5
PLIN5,PLIN5,29,gene:protein,0.576428575
PLIN1,PLIN1,24,gene:protein,0.5519356
PLIN3,PLIN3,9,gene:protein,0.5337188
PLIN4,PLIN4,6,gene:protein,0.5
kidney_papillary_necrosis,kidney papillary necrosis,1,disease,0.5
MEIOC,MEIOC,1,gene:protein,0.614115
ELSPBP1,ELSPBP1,11,gene:protein,0.5266788366666667
urticaria_pigmentosa,urticaria pigmentosa,2,disease,0.5
Warfarin,Warfarin,18,drug,0.5
endomysium,endomysium,5,enzyme source,0.5
congenital_adrenal_hyperplasia,congenital adrenal hyperplasia,2,disease,0.5
S-linalool_synthase_activity,S-linalool synthase activity,43,molecular function,0.5
Magnesium_phosphate,Magnesium phosphate,1,drug,0.5197829
Vitamin B9,Vitamin B9,1,other,0.53571427
gestational_trophoblastic_neoplasm,gestational trophoblastic neoplasm,2,disease,0.5
Polaprezinc,Polaprezinc,2,drug,0.5
tongue_epithelium,tongue epithelium,1,enzyme source,0.5
RSBN1,RSBN1,2,gene:protein,0.54545456
NDOR1,NDOR1,38,gene:protein,0.63454432
ELMO3,ELMO3,1,gene:protein,0.5
SEMA6D,SEMA6D,1,gene:protein,0.53333336
DALRD3,DALRD3,1,gene:protein,0.53333336
Dilazep,Dilazep,2,drug,0.5
CTLL-2_cell,CTLL-2 cell,6,enzyme source,0.5
glycerol_transport,glycerol transport,1,biological process,0.5
negative_regulation_of_ligase_activity,negative regulation of ligase activity,1,biological process,0.5
RC3H2,RC3H2,1,gene:protein,0.5728046
PKNOX1,PKNOX1,1,gene:protein,0.82620454
inhibitory_killer_cell_immunoglobulin-like_receptor_signaling_pathway,inhibitory killer cell immunoglobulin-like receptor signaling pathway,2,biological process,0.5
urease_activity,urease activity,1,molecular function,0.5
DNA_import_into_cell_involved_in_transformation,DNA import into cell involved in transformation,1,biological process,0.5
ATAD3A,ATAD3A,69,gene:protein,0.6145546833333334
discoidal_high-density_lipoprotein_particle,discoidal high-density lipoprotein particle,9,cellular component,0.5
NELL1,NELL1,60,gene:protein,0.5582674249999999
GRB14,GRB14,7,gene:protein,0.7032654633333332
endomyocardial_fibrosis,endomyocardial fibrosis,2,disease,0.5
centronuclear_myopathy,centronuclear myopathy,1,disease,0.125
purine_nucleosidase_activity,purine nucleosidase activity,1,molecular function,0.5
SCGB2A2,SCGB2A2,1,gene:protein,0.5
PCAT18,PCAT18,21,gene,0.5625
PCAT14,PCAT14,4,gene,0.5
PCAT29,PCAT29,1,gene,0.5
RNF213,RNF213,35,gene:protein,0.542509855
TGM7,TGM7,2,gene:protein,0.52201825
calcium-dependent_phospholipid_binding,calcium-dependent phospholipid binding,1,molecular function,0.5
capillary_endothelial_cell,capillary endothelial cell,6,enzyme source,0.5
gamma-Hydroxybutyric_acid,gamma-Hydroxybutyric acid,4,drug,0.5
SCGB1A1,SCGB1A1,10,gene:protein,0.5899463620000001
Baller-Gerold_syndrome,Baller-Gerold syndrome,1,disease,0.5
proline_metabolic_process,proline metabolic process,1,biological process,0.54727286
mRNA_3_-UTR_AU-rich_region_binding,mRNA 3 -UTR AU-rich region binding,3,molecular function,0.5
MIR4498,MIR4498,3,gene,0.5
thyroid_crisis,thyroid crisis,1,disease,0.5
CYP4A22-AS1,CYP4A22-AS1,1,gene,0.5
LINC00853,LINC00853,1,gene,0.5
PDZD3,PDZD3,1,gene:protein,0.5930023
homocystinuria,homocystinuria,1,disease,0.33333334
AUNIP,AUNIP,1,gene:protein,0.75193495
Vardenafil,Vardenafil,3,drug,0.5
avanafil,avanafil,70,drug,0.5
duodenum_adenocarcinoma,duodenum adenocarcinoma,3,disease,0.5
TMEM26-AS1,TMEM26-AS1,1,gene,0.5
CLEC6A,CLEC6A,31,gene:protein,0.6681521083333334
FRMD1,FRMD1,1,gene:protein,0.587733
BRPF3,BRPF3,1,gene:protein,0.7643734
SLC11A1,SLC11A1,6,gene:protein,0.59080977
chronic_inducible_urticaria,chronic inducible urticaria,1,disease,0.5
etomidate,etomidate,3,drug,0.5
Tacrine,Tacrine,1,drug,0.5
rivastigmine,rivastigmine,1,drug,0.5
Fenofibrate,Fenofibrate,4,drug,0.5
gemfibrozil,gemfibrozil,5,drug,0.5
G-401_cell,G-401 cell,3,enzyme source,0.5
bilateral_breast_cancer,bilateral breast cancer,12,disease,0.5
CST6,CST6,6,gene:protein,0.52308175
stiff_skin_syndrome,stiff skin syndrome,1,disease,0.5
VDAC3,VDAC3,6,gene:protein,0.5870475
DNA_binding_domain_binding,DNA binding domain binding,1,molecular function,0.5
BRE_binding,BRE binding,1,molecular function,0.5
NCI-H358_cell,NCI-H358 cell,1,enzyme source,0.5
eclosion,eclosion,7,biological process,0.5
pupation,pupation,4,biological process,0.5
PNMA3,PNMA3,100,gene:protein,0.5381683333333332
DNER,DNER,13,gene:protein,0.5559807033333334
TGFB2,TGFB2,5,gene:protein,0.65624366
OXTR,OXTR,30,gene:protein,0.5
ovarian_follicle,ovarian follicle,2,enzyme source,0.14285715
iloperidone,iloperidone,1,drug,0.5
asenapine,asenapine,2,drug,0.5
H2BC10,H2BC10,1,gene:protein,0.5523686
TOMM70,TOMM70,37,gene:protein,0.6284476
TOMM22,TOMM22,5,gene:protein,0.6292054
MPP2,MPP2,3,gene:protein,0.53676337
MPP3,MPP3,3,gene:protein,0.5
progressive_supranuclear_palsy,progressive supranuclear palsy,1,disease,0.5
RHOG,RHOG,16,gene:protein,0.74856172
RHOC,RHOC,4,gene:protein,0.7476915
soft_tissue_sarcoma_cell,soft tissue sarcoma cell,1,enzyme source,0.5
RHOF,RHOF,1,gene:protein,0.8822918
RHOBTB2,RHOBTB2,3,gene:protein,0.7484518566666667
magnesium hydroxide,magnesium hydroxide,1,other,0.5
Meperidine,Meperidine,1,drug,0.5
high_vocal_center,high vocal center,4,enzyme source,0.5
CDC42SE2,CDC42SE2,1,gene:protein,0.5509936
TOV-21G_cell,TOV-21G cell,1,enzyme source,0.5
BT-549_cell,BT-549 cell,2,enzyme source,0.5
succinate_dehydrogenase_(ubiquinone)_activity,succinate dehydrogenase (ubiquinone) activity,1,molecular function,0.5
Ku70:Ku80_complex,Ku70:Ku80 complex,4,cellular component,0.5
SFMBT2,SFMBT2,5,gene:protein,0.60268676
ATP8B4,ATP8B4,2,gene:protein,0.62662995
PARVG,PARVG,1,gene:protein,0.61545587
L‐glutamate,L‐glutamate,4,other,0.5
MIR519D,MIR519D,2,gene,0.5
Nevirapine,Nevirapine,1,drug,0.5
pulmonary_artery_disease,pulmonary artery disease,1,disease,0.25
phosphoribulokinase_activity,phosphoribulokinase activity,14,molecular function,0.5
bile_duct_cancer,bile duct cancer,1,disease,0.5
RBFOX1,RBFOX1,21,gene:protein,0.5951514185714285
NME9,NME9,11,gene:protein,0.5
succinylglutamate_desuccinylase_activity,succinylglutamate desuccinylase activity,1,molecular function,0.5
ASGR1,ASGR1,1,gene:protein,0.64160484
TRAJ20,TRAJ20,8,gene,0.5
TRAJ12,TRAJ12,7,gene,0.5
vitamin‐B9,vitamin‐B9,1,other,0.53846157
TRBV6-4,TRBV6-4,1,gene:protein,0.55194324
habenula,habenula,29,enzyme source,0.5
IGHV3-23,IGHV3-23,4,gene:protein,0.6965602424999999
doxiciclina,doxiciclina,1,other,0.5
ubiquitin_conjugating_enzyme_complex,ubiquitin conjugating enzyme complex,2,cellular component,0.358830065
HMMR-AS1,HMMR-AS1,54,gene,0.5714286
MFAP4,MFAP4,4,gene:protein,0.6134652
Wnt-protein_binding,Wnt-protein binding,1,molecular function,0.5
ABI3BP,ABI3BP,4,gene:protein,0.6214514
RRP8,RRP8,3,gene:protein,0.5967042
PTPN13,PTPN13,20,gene:protein,0.6499331
PTPRF,PTPRF,13,gene:protein,0.575607535
PTPRH,PTPRH,8,gene:protein,0.7043003
PTPRS,PTPRS,2,gene:protein,0.5676434
IFT80,IFT80,1,gene:protein,0.5
epidural_abscess,epidural abscess,9,disease,0.5
host_cellular_component,host cellular component,3,cellular component,0.5
MIR644A,MIR644A,6,gene,0.5
thymic_stromal_lymphopoietin_production,thymic stromal lymphopoietin production,3,biological process,0.5
suppurative_periapical_periodontitis,suppurative periapical periodontitis,9,disease,0.5
SaM,SaM,34,other,0.5
TBCB,TBCB,2,gene:protein,0.6734936499999999
PHLDA3,PHLDA3,3,gene:protein,0.52324647
MIR95,MIR95,4,gene,0.5
doxercalciferol,doxercalciferol,2,drug,0.5
dihydrotachysterol,dihydrotachysterol,1,drug,0.5
OMD,OMD,29,gene:protein,0.5469725750000001
IGFBP6,IGFBP6,4,gene:protein,0.615454985
SH3BGRL3,SH3BGRL3,1,gene:protein,0.6215572
orbital_cancer,orbital cancer,2,disease,0.5
membrane-bounded_organelle,membrane-bounded organelle,1,cellular component,0.5631472
MIR3140,MIR3140,37,gene,0.5
Gilbert_syndrome,Gilbert syndrome,6,disease,0.5
FBXW8,FBXW8,4,gene:protein,0.683332675
FBXW9,FBXW9,1,gene:protein,0.645498
MAP4K1,MAP4K1,1,gene:protein,0.6045846
ADCYAP1,ADCYAP1,19,gene:protein,0.6313714500000001
neuroinflammatory_response,neuroinflammatory response,2,biological process,0.5
BLZF1,BLZF1,2,gene:protein,0.66755307
GALNT2,GALNT2,12,gene:protein,0.6887241333333334
LCE1C,LCE1C,1,gene:protein,0.54545456
GO:0016209,GO:0016209,1,other,0.5
KBM-5_cell,KBM-5 cell,2,enzyme source,0.5
SEC31A,SEC31A,1,gene:protein,0.6250773
STOML3,STOML3,6,gene:protein,0.54094558
TRBD1,TRBD1,8,gene:protein,0.5
TRAV13-1,TRAV13-1,2,gene:protein,0.57295936
TRAJ37,TRAJ37,2,gene,0.5
NRDE2,NRDE2,15,gene:protein,0.6800409
MPHOSPH6,MPHOSPH6,247,gene:protein,0.78127302
SCAF8,SCAF8,3,gene:protein,0.6811123
C1D,C1D,28,gene:protein,0.7503709000000001
CPSF6,CPSF6,2,gene:protein,0.7059472
DNA/RNA_helicase_activity,DNA/RNA helicase activity,1,molecular function,0.5
UTP18,UTP18,2,gene:protein,0.6180839300000001
THO_complex,THO complex,1,cellular component,0.5
RBM7,RBM7,3,gene:protein,0.673033585
EI24,EI24,3,gene:protein,0.645952635
cyclin_B1-CDK1_complex,cyclin B1-CDK1 complex,4,cellular component,0.5
FBP2,FBP2,18,gene:protein,0.6404654700000001
centromere_clustering_at_the_mitotic_interphase_nuclear_envelope,centromere clustering at the mitotic interphase nuclear envelope,1,biological process,0.5
ulipristal,ulipristal,1,drug,0.5
MESP2,MESP2,24,gene:protein,0.55855815
OVOL2,OVOL2,12,gene:protein,0.6143495
GPR63,GPR63,3,gene:protein,0.60228664
FUT9,FUT9,2,gene:protein,0.593433
MANEA,MANEA,2,gene:protein,0.5871216
familial_hemophagocytic_lymphohistiocytosis_5,familial hemophagocytic lymphohistiocytosis 5,1,disease,0.5845849
idiopathic_scoliosis,idiopathic scoliosis,1,disease,0.5
NDUFAF4,NDUFAF4,1,gene:protein,0.5
AK1,AK1,4,gene:protein,0.5704150649999999
RPL21,RPL21,7,gene:protein,0.6680333625
PSPN,PSPN,8,gene:protein,0.6034105000000001
cysteine-type_peptidase_activity,cysteine-type peptidase activity,3,molecular function,0.5
IGHV3-66,IGHV3-66,2,gene:protein,0.5564725699999999
HIPK1,HIPK1,1,gene:protein,0.6217712
TP53I11,TP53I11,1,gene:protein,0.5
mismatch_repair_pathway,mismatch repair pathway,5,pathway,0.5
vascular_tissue,vascular tissue,7,enzyme source,0.1999999999999999
CAPN7,CAPN7,3,gene:protein,0.5597327999999999
mRNA_transport,mRNA transport,6,biological process,0.25
dental_pulp_necrosis,dental pulp necrosis,1,disease,0.5
MIR4254,MIR4254,1,gene,0.5
HPCAL4,HPCAL4,23,gene:protein,0.5
DNAJC5G,DNAJC5G,1,gene:protein,0.5
CAPNS2,CAPNS2,1,gene:protein,0.6336983
Benserazide,Benserazide,1,drug,0.5
Acteoside,Acteoside,16,drug,0.5
gynecomastia,gynecomastia,14,disease,0.5
tetrahydrozoline,tetrahydrozoline,5,other,0.5
Eperisone,Eperisone,1,drug,0.56601036
25-hydroxy-vitamin D3,25-hydroxy-vitamin D3,2,other,0.5
MIR3960,MIR3960,3,gene,0.5
PWWP2AP1,PWWP2AP1,12,gene,0.5416667
GCSAML,GCSAML,8,gene:protein,0.5
PARD6G-AS1,PARD6G-AS1,5,gene,0.5
ZNF124,ZNF124,3,gene:protein,0.53284144
PARD6G,PARD6G,2,gene:protein,0.5
PPP2R3B,PPP2R3B,2,gene:protein,0.69118212
Edwards_syndrome,Edwards syndrome,1,disease,0.5
pseudohypoparathyroidism,pseudohypoparathyroidism,3,disease,0.25
OR2L13,OR2L13,1,gene:protein,0.5375664
Beckwith-Wiedemann_syndrome,Beckwith-Wiedemann syndrome,1,disease,0.5
hypopharyngeal_carcinoma_cell_line,hypopharyngeal carcinoma cell line,1,enzyme source,0.33333334
tongue_cancer_cell_line,tongue cancer cell line,5,enzyme source,0.5249491325
phosphatidylinositol_phospholipase_C_activity,phosphatidylinositol phospholipase C activity,2,molecular function,0.5
zinc_D-Ala-D-Ala_carboxypeptidase_activity,zinc D-Ala-D-Ala carboxypeptidase activity,7,molecular function,0.5
renal_osteodystrophy,renal osteodystrophy,3,disease,0.5
SLC17A6,SLC17A6,9,gene:protein,0.51731482
ethyl carbamate,ethyl carbamate,1,other,0.5416667
macrophage_colony-stimulating_factor_production,macrophage colony-stimulating factor production,2,biological process,0.5
sequestering_of_triglyceride,sequestering of triglyceride,1,biological process,0.5
MIR600HG,MIR600HG,2,gene,0.5
SREBF2-AS1,SREBF2-AS1,1,gene,0.5
GLIPR2,GLIPR2,1,gene:protein,0.5
WDR33,WDR33,1,gene:protein,0.7134973
PTH 1–84,PTH 1–84,4,other,0.5
L-methionine,L-methionine,5,other,0.25
glial_cytoplasmic_inclusion,glial cytoplasmic inclusion,23,cellular component,0.5
DESI2,DESI2,4,gene:protein,0.68697727
Potassium_Iodide,Potassium Iodide,1,drug,0.5
ATP6V0E1,ATP6V0E1,27,gene:protein,0.5
PIP4K2C,PIP4K2C,4,gene:protein,0.5954074
vitamin_A_biosynthetic_process,vitamin A biosynthetic process,1,biological process,0.5
MPEG1,MPEG1,47,gene:protein,0.5390693
TMEM18,TMEM18,2,gene:protein,0.5527674
positive_regulation_of_kinase_activity,positive regulation of kinase activity,1,biological process,0.51345956
biliary_epithelium,biliary epithelium,1,enzyme source,0.33333334
head_kidney,head kidney,8,enzyme source,0.5
NCAPD2,NCAPD2,54,gene:protein,0.7052339633333333
NCAPH,NCAPH,68,gene:protein,0.7466862
G_cell,G cell,14,enzyme source,0.1999999999999999
ITM2B-related_cerebral_amyloid_angiopathy_1,ITM2B-related cerebral amyloid angiopathy 1,6,disease,0.5
ovarian_cancer,ovarian cancer,12,disease,0.4449814128571429
vascular_endothelial_growth_factor_receptor_binding,vascular endothelial growth factor receptor binding,1,molecular function,0.5
substance_abuse,substance abuse,3,disease,0.1
taurochenodeoxycholic acid,taurochenodeoxycholic acid,10,other,0.5277778
PCCA,PCCA,5,gene:protein,0.57928056
Hyodeoxycholic_Acid,Hyodeoxycholic Acid,1,drug,0.72762597
taurochenodeoxycholate,taurochenodeoxycholate,1,other,0.5277778
IPEC-J2_cell,IPEC-J2 cell,7,enzyme source,0.5
ACTN2,ACTN2,2,gene:protein,0.6596099
hemidesmosome,hemidesmosome,1,cellular component,0.5
apicoplast,apicoplast,52,cellular component,0.5
TLE4,TLE4,14,gene:protein,0.65195935
THRAP3,THRAP3,3,gene:protein,0.5503559
FERMT1,FERMT1,15,gene:protein,0.54316662
RTN4R,RTN4R,2,gene:protein,0.607004435
dysgammaglobulinemia,dysgammaglobulinemia,1,disease,0.2
exosporium,exosporium,3,cellular component,0.5
endospore,endospore,2,enzyme source,0.5
polar_tube,polar tube,66,cellular component,0.5
tropomyosin_kinase_activity,tropomyosin kinase activity,7,molecular function,0.5
PRSS8,PRSS8,5,gene:protein,0.5828657150000001
CRAT,CRAT,1,gene:protein,0.5555556
macrophage,macrophage,4,enzyme source,0.5
E-cadherin_signaling_pathway,E-cadherin signaling pathway,2,pathway,0.5
umbilical_hernia,umbilical hernia,1,disease,0.5
RHOU,RHOU,11,gene:protein,0.63555113
ANAPC4,ANAPC4,2,gene:protein,0.7445142
ANAPC7,ANAPC7,1,gene:protein,0.7231465
chronic_neutrophilic_leukemia,chronic neutrophilic leukemia,8,disease,0.5
colon_mucinous_adenocarcinoma,colon mucinous adenocarcinoma,3,disease,0.5
95D_cell,95D cell,2,enzyme source,0.5
SNORD126,SNORD126,7,gene,0.5
SNORD78,SNORD78,3,gene,0.5
MOLT-3_cell,MOLT-3 cell,1,enzyme source,0.5
renal_adenoma,renal adenoma,5,disease,0.22400348
chromosome_segregation,chromosome segregation,3,biological process,0.3683567616666667
SRSF9,SRSF9,1,gene:protein,0.5956403
Rh-18_cell,Rh-18 cell,1,enzyme source,0.5
amino-acid_betaine_metabolic_process,amino-acid betaine metabolic process,1,biological process,0.5
TRIM26,TRIM26,2,gene:protein,0.5697338
LAMB3,LAMB3,69,gene:protein,0.6052661166666667
BHLHE22,BHLHE22,4,gene:protein,0.5
Alpha-lipoic acid,Alpha-lipoic acid,1,other,0.5
NLN,NLN,1,gene:protein,0.5
enterochromaffin-like_cell,enterochromaffin-like cell,6,enzyme source,0.5
Hyaluronidase,Hyaluronidase,1,drug,0.5
ZBTB48,ZBTB48,3,gene:protein,0.7077628
Altretamine,Altretamine,1,drug,0.53846157
hexamethylmelamine,hexamethylmelamine,1,other,0.53846157
NKX2-3,NKX2-3,74,gene:protein,0.6385186466666667
NKX2-6,NKX2-6,3,gene:protein,0.61594826
NKX2-8,NKX2-8,4,gene:protein,0.6319184133333332
spleen_development,spleen development,1,biological process,0.5
SLX1A,SLX1A,1,gene:protein,0.704392
RAB2A,RAB2A,2,gene:protein,0.6608087
dilated_cardiomyopathy,dilated cardiomyopathy,1,disease,0.5
histiocytic_lymphoma_cell,histiocytic lymphoma cell,1,enzyme source,0.5
NKRF,NKRF,4,gene:protein,0.64529965
ATL1,ATL1,20,gene:protein,0.617944325
lymph_circulation,lymph circulation,1,biological process,0.5
sacrospinalis,sacrospinalis,2,enzyme source,0.5
adult_stem_cell,adult stem cell,3,enzyme source,0.5
MMP17,MMP17,9,gene:protein,0.6466838500000001
all-transretinoic acid,all-transretinoic acid,3,other,0.5381579000000001
Cathepsin_L1,Cathepsin L1,1,enzyme,0.5
IL13RA1,IL13RA1,5,gene:protein,0.6115102199999999
HSD3B2,HSD3B2,2,gene:protein,0.6627852
INHA,INHA,1,gene:protein,0.7124293
HSD17B1,HSD17B1,2,gene:protein,0.6327858500000001
TUBB8P7,TUBB8P7,1,gene,0.5
HAS2-AS1,HAS2-AS1,1,gene,0.5
MT1X,MT1X,1,gene:protein,0.65096027
VIM-AS1,VIM-AS1,1,gene,0.5
TUBB8,TUBB8,1,gene:protein,0.55
UNC119,UNC119,55,gene:protein,0.60617665
GGA1,GGA1,5,gene:protein,0.6510843
IGKV1D-16,IGKV1D-16,1,gene:protein,0.63556147
hepatocyte_growth_factor_receptor_signaling_pathway,hepatocyte growth factor receptor signaling pathway,3,biological process,0.5
Capmatinib,Capmatinib,1,drug,0.5
S100A1,S100A1,1,gene:protein,0.64163053
MH7A_cell,MH7A cell,12,enzyme source,0.5
IGFBPL1,IGFBPL1,71,gene:protein,0.5
LIMA1,LIMA1,25,gene:protein,0.532997275
salivary_gland_cancer,salivary gland cancer,1,disease,0.11073051
FAXC,FAXC,1,gene:protein,0.5
FBXL4,FBXL4,4,gene:protein,0.62796717
transforming_growth_factor_beta-activated_receptor_activity,transforming growth factor beta-activated receptor activity,1,molecular function,0.5
nasopharyngeal_cell_line,nasopharyngeal cell line,1,enzyme source,0.5
clonorchiasis,clonorchiasis,1,disease,0.5
LT3,LT3,220,other,0.54545456
egg_allergy,egg allergy,1,disease,0.5
inner_mucus_layer,inner mucus layer,2,cellular component,0.5
STXBP4,STXBP4,1,gene:protein,0.52546823
C2CD5,C2CD5,1,gene:protein,0.54384845
EXOC7,EXOC7,6,gene:protein,0.64119927
SLC16A6,SLC16A6,1,gene:protein,0.55895317
SLC25A29,SLC25A29,1,gene:protein,0.5
SCRN1,SCRN1,1,gene:protein,0.6573964
SNORD12B,SNORD12B,2,gene,0.5
